id;title;gps_position
14712;Potager 14712;46.262413,4.336282
14713;Potager 14713;44.858256,3.662888
14714;Potager 14714;44.911882,4.132236
14715;Potager 14715;45.933968,5.719587
14716;Potager 14716;45.731961,6.151151
14717;Potager 14717;45.036116,6.450902
14718;Potager 14718;44.94839,5.639612
14719;Potager 14719;44.783594,3.560721
14720;Potager 14720;44.930107,5.977326
14721;Potager 14721;46.712192,6.038594
14722;Potager 14722;45.101182,5.867874
14723;Potager 14723;46.244073,6.605524
14724;Potager 14724;45.734421,5.122469
14725;Potager 14725;46.023806,5.223518
14726;Potager 14726;44.824986,5.67015
14727;Potager 14727;46.688563,5.180264
14728;Potager 14728;46.50992,4.171339
14729;Potager 14729;45.42729,3.086134
14730;Potager 14730;46.359965,5.712681
14731;Potager 14731;46.001901,2.936473
14732;Potager 14732;44.675065,5.571819
14733;Potager 14733;44.614183,4.02913
14734;Potager 14734;46.858025,4.730285
14735;Potager 14735;46.469651,4.628988
14736;Potager 14736;44.893584,5.610885
14737;Potager 14737;44.717349,4.841682
14738;Potager 14738;46.316981,3.473186
14739;Potager 14739;45.614802,3.118814
14740;Potager 14740;45.717491,5.057384
14741;Potager 14741;45.588507,5.985535
14742;Potager 14742;45.486138,3.158549
14743;Potager 14743;46.847313,4.149915
14744;Potager 14744;44.813541,5.589432
14745;Potager 14745;45.922424,3.964013
14746;Potager 14746;45.62464,4.024849
14747;Potager 14747;45.951879,3.704427
14748;Potager 14748;45.616912,3.188464
14749;Potager 14749;46.164586,3.604356
14750;Potager 14750;45.979344,3.52683
14751;Potager 14751;44.889754,3.370542
14752;Potager 14752;45.920455,3.55358
14753;Potager 14753;45.230241,4.773554
14754;Potager 14754;45.191775,6.027052
14755;Potager 14755;45.831119,5.65845
14756;Potager 14756;45.325567,6.402566
14757;Potager 14757;46.871631,4.064886
14758;Potager 14758;46.948934,3.917158
14759;Potager 14759;46.23165,5.604998
14760;Potager 14760;44.761086,5.663821
14761;Potager 14761;45.6506,6.388922
14762;Potager 14762;46.726345,3.558194
14763;Potager 14763;46.269863,4.372212
14764;Potager 14764;45.196596,5.200621
14765;Potager 14765;45.605805,4.884053
14766;Potager 14766;44.94896,4.21434
14767;Potager 14767;45.619999,5.213503
14768;Potager 14768;45.726481,5.517704
14769;Potager 14769;46.370153,4.005636
14770;Potager 14770;46.614293,3.594573
14771;Potager 14771;44.731104,3.948762
14772;Potager 14772;45.368712,5.388348
14773;Potager 14773;45.619502,5.482962
14774;Potager 14774;46.022152,3.421786
14775;Potager 14775;44.771717,4.41764
14776;Potager 14776;46.574945,4.791896
14777;Potager 14777;45.527418,3.111765
14778;Potager 14778;44.72371,4.566856
14779;Potager 14779;46.580258,5.48809
14780;Potager 14780;46.425869,4.187989
14781;Potager 14781;44.776198,5.844161
14782;Potager 14782;45.041069,4.966438
14783;Potager 14783;46.303074,5.108122
14784;Potager 14784;46.172181,3.958888
14785;Potager 14785;46.860862,4.045922
14786;Potager 14786;46.78131,4.299419
14787;Potager 14787;44.943001,3.401055
14788;Potager 14788;46.426782,4.488538
14789;Potager 14789;45.386167,4.186842
14790;Potager 14790;45.047373,3.340416
14791;Potager 14791;44.860248,4.428441
14792;Potager 14792;44.744306,4.818622
14793;Potager 14793;44.426056,4.62229
14794;Potager 14794;44.870349,3.913776
14795;Potager 14795;46.207176,3.424057
14796;Potager 14796;46.188365,4.883469
14797;Potager 14797;44.47892,5.32621
14798;Potager 14798;46.543566,4.447317
14799;Potager 14799;44.930941,3.61698
14800;Potager 14800;45.020301,5.493804
14801;Potager 14801;46.932813,5.44135
14802;Potager 14802;46.906786,4.789482
14803;Potager 14803;45.095771,4.944402
14804;Potager 14804;46.153615,6.365035
14805;Potager 14805;46.547717,4.541529
14806;Potager 14806;44.803967,4.474365
14807;Potager 14807;45.778522,6.376327
14808;Potager 14808;46.705512,6.116465
14809;Potager 14809;45.054483,5.564001
14810;Potager 14810;45.657071,5.469632
14811;Potager 14811;45.906253,5.273224
14812;Potager 14812;45.947755,5.076822
14813;Potager 14813;46.463003,3.636421
14814;Potager 14814;46.518696,4.769053
14815;Potager 14815;45.864394,4.301575
14816;Potager 14816;45.399314,4.029866
14817;Potager 14817;45.514567,4.849403
14818;Potager 14818;47.025003,5.384796
14819;Potager 14819;45.743118,4.533318
14820;Potager 14820;46.095826,6.401325
14821;Potager 14821;46.572938,5.208996
14822;Potager 14822;45.137976,3.639132
14823;Potager 14823;45.269555,3.367174
14824;Potager 14824;46.830111,3.925545
14825;Potager 14825;47.042128,5.165935
14826;Potager 14826;44.821448,5.265132
14827;Potager 14827;46.629982,4.439416
14828;Potager 14828;45.945768,5.874728
14829;Potager 14829;46.907807,5.123368
14830;Potager 14830;45.672822,3.14812
14831;Potager 14831;45.320813,4.126644
14832;Potager 14832;46.560659,3.307398
14833;Potager 14833;46.787782,6.060458
14834;Potager 14834;44.67974,4.198107
14835;Potager 14835;45.824174,3.092195
14836;Potager 14836;45.672473,6.208688
14837;Potager 14837;46.139993,3.652845
14838;Potager 14838;45.488177,5.746819
14839;Potager 14839;45.08543,6.000028
14840;Potager 14840;45.855378,6.430319
14841;Potager 14841;46.25714,4.74134
14842;Potager 14842;45.093304,3.435807
14843;Potager 14843;47.044338,4.468967
14844;Potager 14844;46.077022,3.215392
14845;Potager 14845;45.226381,3.798963
14846;Potager 14846;45.596135,4.973358
14847;Potager 14847;45.858769,6.624941
14848;Potager 14848;44.681911,5.103375
14849;Potager 14849;46.088579,4.997671
14850;Potager 14850;45.806705,3.036127
14851;Potager 14851;45.296567,5.870101
14852;Potager 14852;44.976799,3.660028
14853;Potager 14853;46.084766,5.76695
14854;Potager 14854;44.468449,4.868707
14855;Potager 14855;46.72932,3.484795
14856;Potager 14856;46.782386,4.152134
14857;Potager 14857;44.509157,4.342367
14858;Potager 14858;45.743897,6.605097
14859;Potager 14859;45.298886,4.52072
14860;Potager 14860;45.197086,3.519312
14861;Potager 14861;44.679415,3.886062
14862;Potager 14862;44.628151,5.076337
14863;Potager 14863;45.067232,5.777439
14864;Potager 14864;44.781157,4.250371
14865;Potager 14865;46.090511,3.267777
14866;Potager 14866;45.684194,4.57554
14867;Potager 14867;44.982807,6.010389
14868;Potager 14868;45.453558,3.289556
14869;Potager 14869;46.763458,3.569314
14870;Potager 14870;45.850274,3.810496
14871;Potager 14871;46.412038,3.726133
14872;Potager 14872;45.463313,3.255488
14873;Potager 14873;44.97678,3.505217
14874;Potager 14874;46.484899,6.173534
14875;Potager 14875;46.357883,5.097901
14876;Potager 14876;44.784229,5.262753
14877;Potager 14877;46.644826,4.168879
14878;Potager 14878;46.449374,4.444909
14879;Potager 14879;46.014461,4.986756
14880;Potager 14880;46.826026,4.673138
14881;Potager 14881;44.822569,5.19373
14882;Potager 14882;46.605816,3.705986
14883;Potager 14883;45.116379,3.90397
14884;Potager 14884;45.997001,5.211966
14885;Potager 14885;46.567044,4.727149
14886;Potager 14886;46.506169,4.356908
14887;Potager 14887;46.9464,4.231941
14888;Potager 14888;46.628587,5.877443
14889;Potager 14889;46.034684,4.583093
14890;Potager 14890;45.439699,3.228626
14891;Potager 14891;44.951683,5.382619
14892;Potager 14892;45.432775,4.103098
14893;Potager 14893;45.350793,5.691813
14894;Potager 14894;46.271507,5.599559
14895;Potager 14895;46.558447,3.349202
14896;Potager 14896;46.75639,4.271675
14897;Potager 14897;45.793145,3.301185
14898;Potager 14898;45.21865,5.832391
14899;Potager 14899;46.489104,4.569722
14900;Potager 14900;46.490678,5.688722
14901;Potager 14901;44.584505,5.034329
14902;Potager 14902;46.625636,5.33253
14903;Potager 14903;45.696757,2.992944
14904;Potager 14904;46.36627,3.602286
14905;Potager 14905;46.781562,4.028578
14906;Potager 14906;45.507366,3.047232
14907;Potager 14907;44.792856,5.606062
14908;Potager 14908;45.99607,6.741879
14909;Potager 14909;46.531119,3.933064
14910;Potager 14910;46.765267,5.705534
14911;Potager 14911;45.950744,3.001787
14912;Potager 14912;46.963195,4.864652
14913;Potager 14913;46.824833,5.393225
14914;Potager 14914;46.108848,3.866407
14915;Potager 14915;45.579176,4.566838
14916;Potager 14916;44.765576,5.805675
14917;Potager 14917;46.47083,4.165501
14918;Potager 14918;44.725673,4.082173
14919;Potager 14919;45.09634,3.792547
14920;Potager 14920;46.867924,4.368839
14921;Potager 14921;46.725014,4.973942
14922;Potager 14922;46.185672,6.613921
14923;Potager 14923;46.06057,4.27113
14924;Potager 14924;44.78031,5.471497
14925;Potager 14925;46.317638,3.758944
14926;Potager 14926;46.661842,6.153286
14927;Potager 14927;45.903646,4.815755
14928;Potager 14928;45.460189,4.993183
14929;Potager 14929;45.658568,5.299178
14930;Potager 14930;45.044778,3.864085
14931;Potager 14931;44.770223,4.17243
14932;Potager 14932;45.167592,6.524451
14933;Potager 14933;44.850842,5.792543
14934;Potager 14934;46.805843,5.015623
14935;Potager 14935;44.503437,5.369014
14936;Potager 14936;44.612927,4.292985
14937;Potager 14937;46.191613,4.407697
14938;Potager 14938;46.254919,6.303739
14939;Potager 14939;45.01577,3.496062
14940;Potager 14940;45.331358,4.043695
14941;Potager 14941;46.021337,3.486099
14942;Potager 14942;45.63517,3.356109
14943;Potager 14943;46.055087,3.214945
14944;Potager 14944;44.862573,4.992069
14945;Potager 14945;45.735757,5.659214
14946;Potager 14946;45.56713,4.591759
14947;Potager 14947;46.740617,5.743421
14948;Potager 14948;45.401982,4.490219
14949;Potager 14949;45.755296,5.253705
14950;Potager 14950;46.588462,6.363107
14951;Potager 14951;44.515889,4.405596
14952;Potager 14952;46.556909,6.333142
14953;Potager 14953;44.936369,5.24337
14954;Potager 14954;45.466714,5.732394
14955;Potager 14955;46.436199,4.741868
14956;Potager 14956;46.288857,4.355567
14957;Potager 14957;45.3861,3.218954
14958;Potager 14958;46.545037,5.279759
14959;Potager 14959;45.26399,5.985261
14960;Potager 14960;44.51129,5.33993
14961;Potager 14961;46.687343,5.556565
14962;Potager 14962;45.833204,3.931314
14963;Potager 14963;46.515744,3.576391
14964;Potager 14964;45.680805,3.026689
14965;Potager 14965;45.287174,3.903104
14966;Potager 14966;44.767557,3.761394
14967;Potager 14967;45.448925,3.230195
14968;Potager 14968;46.95481,4.456882
14969;Potager 14969;47.057185,5.292627
14970;Potager 14970;46.488686,5.162679
14971;Potager 14971;45.542224,6.145577
14972;Potager 14972;45.237511,4.555652
14973;Potager 14973;45.078642,5.463282
14974;Potager 14974;46.193429,6.488881
14975;Potager 14975;44.718262,4.78368
14976;Potager 14976;47.020939,4.547933
14977;Potager 14977;46.161185,3.758615
14978;Potager 14978;45.030139,6.326175
14979;Potager 14979;46.255586,6.339542
14980;Potager 14980;44.946841,5.437275
14981;Potager 14981;45.617414,4.027971
14982;Potager 14982;45.522991,5.327542
14983;Potager 14983;46.145209,4.701328
14984;Potager 14984;47.035356,4.290895
14985;Potager 14985;46.272471,5.095921
14986;Potager 14986;45.168731,3.486553
14987;Potager 14987;45.777634,4.811081
14988;Potager 14988;45.939603,5.592146
14989;Potager 14989;46.452048,5.050216
14990;Potager 14990;45.033701,3.497391
14991;Potager 14991;46.574115,6.130799
14992;Potager 14992;45.838803,4.322404
14993;Potager 14993;45.96102,4.627099
14994;Potager 14994;44.51162,4.482169
14995;Potager 14995;45.489737,5.401746
14996;Potager 14996;46.844291,4.600922
14997;Potager 14997;46.381022,4.672493
14998;Potager 14998;45.650736,3.966522
14999;Potager 14999;44.771982,3.892767
15000;Potager 15000;46.384777,3.299552
15001;Potager 15001;45.842103,5.68805
15002;Potager 15002;45.005177,6.013125
15003;Potager 15003;44.59373,5.073276
15004;Potager 15004;45.261516,3.974278
15005;Potager 15005;46.116852,4.090501
15006;Potager 15006;45.497175,5.676712
15007;Potager 15007;46.063151,3.734153
15008;Potager 15008;45.567515,3.859243
15009;Potager 15009;45.652252,3.159586
15010;Potager 15010;45.927579,5.414039
15011;Potager 15011;46.701477,4.224669
15012;Potager 15012;46.693748,3.583544
15013;Potager 15013;45.43417,5.693552
15014;Potager 15014;44.69407,5.46955
15015;Potager 15015;46.779315,4.924435
15016;Potager 15016;44.934352,3.861033
15017;Potager 15017;44.724229,4.290147
15018;Potager 15018;45.568894,5.662601
15019;Potager 15019;46.343094,5.979576
15020;Potager 15020;46.975396,4.580822
15021;Potager 15021;45.944776,4.470754
15022;Potager 15022;45.700193,3.653049
15023;Potager 15023;45.604198,4.939743
15024;Potager 15024;46.005487,6.740145
15025;Potager 15025;46.356947,4.729322
15026;Potager 15026;46.92313,4.159644
15027;Potager 15027;45.978559,3.635688
15028;Potager 15028;46.044593,5.530211
15029;Potager 15029;45.694575,5.666557
15030;Potager 15030;45.107457,5.052049
15031;Potager 15031;44.686465,5.63062
15032;Potager 15032;46.379716,3.393645
15033;Potager 15033;46.31882,3.934189
15034;Potager 15034;46.014603,4.87148
15035;Potager 15035;44.92906,4.092347
15036;Potager 15036;45.808953,5.596443
15037;Potager 15037;46.024972,5.175328
15038;Potager 15038;45.208607,6.233989
15039;Potager 15039;46.483799,4.448324
15040;Potager 15040;46.30296,4.072651
15041;Potager 15041;46.309864,5.71913
15042;Potager 15042;46.666636,6.064384
15043;Potager 15043;46.401311,5.989199
15044;Potager 15044;44.516395,4.436001
15045;Potager 15045;46.178338,5.730918
15046;Potager 15046;45.015288,5.052452
15047;Potager 15047;44.982646,3.270492
15048;Potager 15048;45.056922,5.32269
15049;Potager 15049;45.519043,4.641018
15050;Potager 15050;45.66383,4.832429
15051;Potager 15051;45.47625,6.272915
15052;Potager 15052;46.087617,6.096967
15053;Potager 15053;46.9831,4.033944
15054;Potager 15054;45.410793,4.399779
15055;Potager 15055;46.988552,5.448267
15056;Potager 15056;44.710504,4.284576
15057;Potager 15057;45.864252,3.905019
15058;Potager 15058;46.281392,6.343562
15059;Potager 15059;44.923221,5.410794
15060;Potager 15060;46.039228,3.155437
15061;Potager 15061;45.716785,2.933388
15062;Potager 15062;46.859683,4.445213
15063;Potager 15063;45.597809,3.902685
15064;Potager 15064;45.413248,3.896209
15065;Potager 15065;45.538619,4.563374
15066;Potager 15066;46.551469,4.440002
15067;Potager 15067;47.016873,4.809175
15068;Potager 15068;46.155917,6.454917
15069;Potager 15069;45.882853,4.539309
15070;Potager 15070;46.369718,4.830409
15071;Potager 15071;46.696051,4.339002
15072;Potager 15072;45.561441,4.034394
15073;Potager 15073;44.813142,5.093641
15074;Potager 15074;45.425505,5.933586
15075;Potager 15075;45.776216,5.101355
15076;Potager 15076;45.984571,4.275864
15077;Potager 15077;45.819537,3.730296
15078;Potager 15078;46.763163,3.5681
15079;Potager 15079;46.030131,6.257309
15080;Potager 15080;46.362595,6.18722
15081;Potager 15081;47.020391,4.867785
15082;Potager 15082;45.779333,5.070591
15083;Potager 15083;45.045994,4.422732
15084;Potager 15084;45.181684,4.321543
15085;Potager 15085;45.162651,6.262925
15086;Potager 15086;45.616953,4.516542
15087;Potager 15087;46.007298,4.933731
15088;Potager 15088;46.710064,3.649992
15089;Potager 15089;45.014738,3.997201
15090;Potager 15090;45.586428,5.703357
15091;Potager 15091;44.798778,3.803345
15092;Potager 15092;46.133701,5.033863
15093;Potager 15093;45.120204,5.161023
15094;Potager 15094;46.57472,5.265635
15095;Potager 15095;44.74237,3.881689
15096;Potager 15096;46.326951,3.8092
15097;Potager 15097;45.40817,6.455658
15098;Potager 15098;46.697677,5.779558
15099;Potager 15099;45.811611,2.92992
15100;Potager 15100;46.110723,6.424694
15101;Potager 15101;45.302641,3.616214
15102;Potager 15102;46.890205,3.879029
15103;Potager 15103;45.385697,4.226231
15104;Potager 15104;44.626613,5.44603
15105;Potager 15105;44.811257,4.014241
15106;Potager 15106;45.505076,5.500721
15107;Potager 15107;46.3943,5.946123
15108;Potager 15108;45.442211,3.147792
15109;Potager 15109;45.796627,5.80818
15110;Potager 15110;44.675123,4.23806
15111;Potager 15111;46.057273,3.098474
15112;Potager 15112;46.669714,3.911202
15113;Potager 15113;44.921452,4.134362
15114;Potager 15114;46.777377,5.520244
15115;Potager 15115;44.838137,3.592601
15116;Potager 15116;45.594172,4.852633
15117;Potager 15117;45.159237,4.962027
15118;Potager 15118;45.178716,3.459128
15119;Potager 15119;44.840362,4.966153
15120;Potager 15120;45.185656,3.491953
15121;Potager 15121;45.817457,3.281793
15122;Potager 15122;45.784897,4.813891
15123;Potager 15123;45.351904,6.431537
15124;Potager 15124;45.365644,3.955244
15125;Potager 15125;46.670255,3.833276
15126;Potager 15126;45.80568,5.577971
15127;Potager 15127;46.217628,3.256783
15128;Potager 15128;45.036226,5.339097
15129;Potager 15129;44.84129,4.88024
15130;Potager 15130;46.677339,3.625177
15131;Potager 15131;44.900761,3.481749
15132;Potager 15132;45.2791,3.751602
15133;Potager 15133;44.698682,5.777817
15134;Potager 15134;45.791912,4.761803
15135;Potager 15135;44.895742,4.349758
15136;Potager 15136;45.871912,5.531582
15137;Potager 15137;46.579159,5.718302
15138;Potager 15138;46.83937,4.121418
15139;Potager 15139;46.176722,3.069258
15140;Potager 15140;46.400628,3.939832
15141;Potager 15141;45.387757,6.263876
15142;Potager 15142;46.074917,5.598964
15143;Potager 15143;46.270381,5.529148
15144;Potager 15144;46.528089,4.560001
15145;Potager 15145;46.162281,4.499635
15146;Potager 15146;46.807823,5.819755
15147;Potager 15147;46.130592,6.550995
15148;Potager 15148;45.374581,3.363353
15149;Potager 15149;45.827137,3.084942
15150;Potager 15150;46.400701,5.4902
15151;Potager 15151;45.108065,5.172574
15152;Potager 15152;44.528156,5.489711
15153;Potager 15153;46.947391,5.25239
15154;Potager 15154;45.781437,6.188946
15155;Potager 15155;45.963701,6.048843
15156;Potager 15156;45.930138,6.331201
15157;Potager 15157;46.326518,4.874987
15158;Potager 15158;45.481549,5.017786
15159;Potager 15159;45.130363,6.321249
15160;Potager 15160;46.439504,4.410044
15161;Potager 15161;45.998722,6.560013
15162;Potager 15162;46.222512,3.488512
15163;Potager 15163;46.261763,5.294319
15164;Potager 15164;46.202759,6.01709
15165;Potager 15165;45.697018,5.188747
15166;Potager 15166;46.273494,6.283317
15167;Potager 15167;46.033671,4.197563
15168;Potager 15168;45.149767,6.116371
15169;Potager 15169;46.610787,3.744809
15170;Potager 15170;45.443838,4.909167
15171;Potager 15171;45.390708,6.576455
15172;Potager 15172;46.421172,3.744771
15173;Potager 15173;45.946053,6.083891
15174;Potager 15174;45.844236,5.890128
15175;Potager 15175;46.119782,5.819277
15176;Potager 15176;44.925535,4.775097
15177;Potager 15177;47.00943,5.041948
15178;Potager 15178;44.921324,3.722989
15179;Potager 15179;45.51967,5.251391
15180;Potager 15180;45.828365,4.759136
15181;Potager 15181;45.229798,3.798744
15182;Potager 15182;45.379185,3.311537
15183;Potager 15183;45.092038,5.415989
15184;Potager 15184;46.498842,5.513584
15185;Potager 15185;46.781423,5.002208
15186;Potager 15186;45.183206,5.575295
15187;Potager 15187;44.514243,5.193683
15188;Potager 15188;45.304759,5.357386
15189;Potager 15189;45.157252,3.187067
15190;Potager 15190;44.755053,4.958139
15191;Potager 15191;45.275026,5.085304
15192;Potager 15192;45.547126,6.103061
15193;Potager 15193;45.329366,3.6241
15194;Potager 15194;45.667074,4.876375
15195;Potager 15195;45.727711,6.247905
15196;Potager 15196;45.564862,4.815267
15197;Potager 15197;45.99807,5.880141
15198;Potager 15198;44.499044,4.968653
15199;Potager 15199;45.178132,5.534487
15200;Potager 15200;46.822219,5.974723
15201;Potager 15201;46.707914,3.526824
15202;Potager 15202;46.84491,4.11495
15203;Potager 15203;44.58973,4.421089
15204;Potager 15204;45.530946,5.327759
15205;Potager 15205;46.88852,4.552265
15206;Potager 15206;44.872722,4.762341
15207;Potager 15207;46.77078,3.670798
15208;Potager 15208;45.656301,6.715052
15209;Potager 15209;44.624381,3.999859
15210;Potager 15210;46.204337,5.007664
15211;Potager 15211;46.605087,5.132719
15212;Potager 15212;45.803507,3.927422
15213;Potager 15213;45.542213,6.545082
15214;Potager 15214;47.039336,4.544248
15215;Potager 15215;45.717801,5.865663
15216;Potager 15216;44.606936,4.216242
15217;Potager 15217;46.396304,3.252562
15218;Potager 15218;46.287109,5.326769
15219;Potager 15219;46.930714,5.56435
15220;Potager 15220;45.08307,3.882761
15221;Potager 15221;46.097666,4.837589
15222;Potager 15222;45.503522,3.406681
15223;Potager 15223;45.373694,3.227378
15224;Potager 15224;45.883231,5.433287
15225;Potager 15225;45.934648,5.193756
15226;Potager 15226;45.203024,3.115544
15227;Potager 15227;46.45509,4.399354
15228;Potager 15228;44.763614,6.089859
15229;Potager 15229;46.49115,5.782618
15230;Potager 15230;46.923736,4.340965
15231;Potager 15231;45.298502,3.365907
15232;Potager 15232;45.777758,4.551468
15233;Potager 15233;45.457347,3.906549
15234;Potager 15234;46.503586,3.752885
15235;Potager 15235;46.13659,5.852483
15236;Potager 15236;46.226094,3.950994
15237;Potager 15237;45.741663,5.708353
15238;Potager 15238;46.860996,4.096393
15239;Potager 15239;46.586365,4.358922
15240;Potager 15240;45.934273,3.680759
15241;Potager 15241;47.023549,4.261557
15242;Potager 15242;46.313684,6.382116
15243;Potager 15243;45.408633,6.083995
15244;Potager 15244;45.821341,3.429937
15245;Potager 15245;45.805555,3.564925
15246;Potager 15246;45.22304,5.794943
15247;Potager 15247;45.777276,5.146936
15248;Potager 15248;46.559886,5.536081
15249;Potager 15249;44.847884,5.940416
15250;Potager 15250;46.55035,5.803558
15251;Potager 15251;45.603296,5.628006
15252;Potager 15252;45.794392,3.877332
15253;Potager 15253;45.799116,5.961525
15254;Potager 15254;44.728623,5.289385
15255;Potager 15255;45.706216,6.254181
15256;Potager 15256;45.465177,6.290934
15257;Potager 15257;46.924679,5.589466
15258;Potager 15258;46.951695,4.924868
15259;Potager 15259;45.682667,5.183813
15260;Potager 15260;46.99489,4.727491
15261;Potager 15261;45.859873,5.026659
15262;Potager 15262;44.774961,5.921405
15263;Potager 15263;46.0294,5.771405
15264;Potager 15264;46.736652,5.632071
15265;Potager 15265;46.843269,5.184209
15266;Potager 15266;46.373176,4.880348
15267;Potager 15267;46.686475,3.674594
15268;Potager 15268;45.636036,4.632811
15269;Potager 15269;46.596735,3.653357
15270;Potager 15270;45.472159,6.552268
15271;Potager 15271;45.886444,6.356323
15272;Potager 15272;46.85576,3.887965
15273;Potager 15273;46.074231,6.329388
15274;Potager 15274;46.209353,6.186056
15275;Potager 15275;44.870721,4.210126
15276;Potager 15276;46.805529,3.756561
15277;Potager 15277;45.873635,2.996775
15278;Potager 15278;45.476392,3.451848
15279;Potager 15279;46.160438,5.145503
15280;Potager 15280;45.339836,6.254598
15281;Potager 15281;45.48075,6.166492
15282;Potager 15282;45.894957,5.356027
15283;Potager 15283;47.097743,4.899268
15284;Potager 15284;45.779159,6.157723
15285;Potager 15285;45.829936,3.097732
15286;Potager 15286;45.954696,4.539579
15287;Potager 15287;44.938014,5.992511
15288;Potager 15288;45.942819,5.618537
15289;Potager 15289;45.321472,3.232379
15290;Potager 15290;45.136078,5.488555
15291;Potager 15291;45.161297,6.417557
15292;Potager 15292;44.951303,5.231924
15293;Potager 15293;45.162412,4.381429
15294;Potager 15294;45.869751,3.076583
15295;Potager 15295;44.840035,4.885917
15296;Potager 15296;45.871295,5.035773
15297;Potager 15297;46.459399,4.692299
15298;Potager 15298;45.256866,4.612263
15299;Potager 15299;45.98161,4.788966
15300;Potager 15300;46.910069,4.856379
15301;Potager 15301;46.189166,4.78991
15302;Potager 15302;45.497708,6.66833
15303;Potager 15303;45.457713,4.281919
15304;Potager 15304;46.436133,3.593404
15305;Potager 15305;45.058061,5.345489
15306;Potager 15306;46.264225,3.039136
15307;Potager 15307;46.185527,5.290463
15308;Potager 15308;44.961121,3.298883
15309;Potager 15309;44.570615,5.380736
15310;Potager 15310;46.570405,4.594526
15311;Potager 15311;45.944269,5.91643
15312;Potager 15312;45.922062,4.803839
15313;Potager 15313;46.094177,3.628851
15314;Potager 15314;46.647555,4.818498
15315;Potager 15315;46.152575,3.661277
15316;Potager 15316;46.617098,4.796729
15317;Potager 15317;44.576047,4.407794
15318;Potager 15318;45.823866,3.114055
15319;Potager 15319;45.691784,4.469875
15320;Potager 15320;46.523819,5.268324
15321;Potager 15321;45.915421,5.018154
15322;Potager 15322;46.063599,4.655482
15323;Potager 15323;46.409535,4.272245
15324;Potager 15324;46.860558,5.435255
15325;Potager 15325;46.184288,5.687866
15326;Potager 15326;45.865629,4.476782
15327;Potager 15327;44.665445,4.026838
15328;Potager 15328;45.712194,3.805077
15329;Potager 15329;45.347767,6.036101
15330;Potager 15330;44.440377,4.764816
15331;Potager 15331;46.316646,3.549133
15332;Potager 15332;46.749703,4.310823
15333;Potager 15333;45.60279,6.512042
15334;Potager 15334;46.864694,5.313135
15335;Potager 15335;46.295729,3.516122
15336;Potager 15336;46.607769,3.602236
15337;Potager 15337;46.168186,5.327044
15338;Potager 15338;46.324674,5.045569
15339;Potager 15339;45.123593,6.200875
15340;Potager 15340;44.677658,5.924018
15341;Potager 15341;45.370097,6.196519
15342;Potager 15342;45.81598,4.985951
15343;Potager 15343;45.057251,5.633168
15344;Potager 15344;44.758537,4.538949
15345;Potager 15345;44.720819,5.292467
15346;Potager 15346;44.489202,4.548075
15347;Potager 15347;46.044367,5.474812
15348;Potager 15348;46.354158,4.731156
15349;Potager 15349;45.678559,6.281723
15350;Potager 15350;44.899276,3.979196
15351;Potager 15351;46.351594,3.407306
15352;Potager 15352;46.65173,3.514821
15353;Potager 15353;46.482679,3.305703
15354;Potager 15354;44.669492,5.466223
15355;Potager 15355;46.551625,4.528766
15356;Potager 15356;45.96331,5.377348
15357;Potager 15357;46.633647,5.846407
15358;Potager 15358;44.578913,3.928317
15359;Potager 15359;45.786106,3.008567
15360;Potager 15360;45.263069,5.74979
15361;Potager 15361;46.552911,4.131826
15362;Potager 15362;44.839337,3.639663
15363;Potager 15363;45.823748,6.743398
15364;Potager 15364;46.022161,6.354835
15365;Potager 15365;45.537307,5.404404
15366;Potager 15366;45.746585,4.854079
15367;Potager 15367;45.879673,3.626237
15368;Potager 15368;46.654533,4.192679
15369;Potager 15369;46.776248,4.459026
15370;Potager 15370;46.778117,5.499637
15371;Potager 15371;44.806362,5.6134
15372;Potager 15372;45.955332,3.381331
15373;Potager 15373;45.275232,6.200343
15374;Potager 15374;45.204302,6.016744
15375;Potager 15375;45.193561,5.030959
15376;Potager 15376;45.957198,4.371564
15377;Potager 15377;46.1791,3.729656
15378;Potager 15378;45.319541,5.753561
15379;Potager 15379;46.256831,4.863809
15380;Potager 15380;46.292435,6.093257
15381;Potager 15381;45.342249,3.496506
15382;Potager 15382;46.225411,5.900503
15383;Potager 15383;46.034274,4.013498
15384;Potager 15384;45.097402,4.179333
15385;Potager 15385;46.332979,4.518976
15386;Potager 15386;46.567352,5.309579
15387;Potager 15387;45.755544,5.127238
15388;Potager 15388;45.908771,6.369228
15389;Potager 15389;45.702189,4.246766
15390;Potager 15390;45.072432,3.76124
15391;Potager 15391;45.991522,4.145029
15392;Potager 15392;46.6804,4.837779
15393;Potager 15393;44.767252,5.879297
15394;Potager 15394;46.486541,3.989822
15395;Potager 15395;46.234359,4.768394
15396;Potager 15396;45.757815,6.449119
15397;Potager 15397;45.928791,3.944856
15398;Potager 15398;45.18367,5.926079
15399;Potager 15399;45.171923,3.834426
15400;Potager 15400;45.029886,5.322256
15401;Potager 15401;45.824744,3.778878
15402;Potager 15402;46.571257,4.516785
15403;Potager 15403;46.180191,4.310071
15404;Potager 15404;44.494221,4.460644
15405;Potager 15405;46.090252,4.967938
15406;Potager 15406;45.207192,5.851497
15407;Potager 15407;45.861252,5.343097
15408;Potager 15408;46.138687,5.290246
15409;Potager 15409;46.216746,3.600789
15410;Potager 15410;46.422087,4.877317
